Comp_OID,Oid_Type,Symbolic_name,CodingSystemName
2.16.840.1.113883.12.133,12,Procedure practitioner identifier code type,
2.16.840.1.113883.12.135,12,Assignment of benefits,
2.16.840.1.113883.12.136,12,Yes/no indicator,
2.16.840.1.113883.12.137,12,Mail claim party,
2.16.840.1.113883.12.139,12,Employer information data,
2.16.840.1.113883.12.140,12,Military service,
2.16.840.1.113883.12.141,12,Military rank/grade,
2.16.840.1.113883.12.142,12,Military status,
2.16.840.1.113883.12.143,12,Non-covered insurance code,
2.16.840.1.113883.12.144,12,Eligibility source,
2.16.840.1.113883.12.145,12,Room type,
2.16.840.1.113883.12.146,12,Amount type,
2.16.840.1.113883.12.147,12,Policy type,
2.16.840.1.113883.12.148,12,Penalty type,
2.16.840.1.113883.12.149,12,Day type,
2.16.840.1.113883.12.150,12,Pre-certification patient type,
2.16.840.1.113883.12.151,12,Second opinion status,
2.16.840.1.113883.12.152,12,Second opinion documentation received,
2.16.840.1.113883.12.153,12,Value code,
2.16.840.1.113883.12.155,12,Accept/application acknowledgment conditions,
2.16.840.1.113883.12.156,12,Which date/time qualifier,
2.16.840.1.113883.12.157,12,Which date/time status qualifier,
2.16.840.1.113883.12.158,12,Date/time selection qualifier,
2.16.840.1.113883.12.159,12,Diet code specification type,
2.16.840.1.113883.12.160,12,Tray type,
2.16.840.1.113883.12.161,12,Allow substitution,
2.16.840.1.113883.12.162,12,Route of administration,
2.16.840.1.113883.12.163,12,bodySite,
2.16.840.1.113883.12.164,12,Administration device,
2.16.840.1.113883.12.165,12,Administration method,
2.16.840.1.113883.12.166,12,RX component type,
2.16.840.1.113883.12.167,12,Substitution status,
2.16.840.1.113883.12.168,12,Processing priority,
2.16.840.1.113883.12.169,12,Reporting priority,
2.16.840.1.113883.12.170,12,Derived specimen,
2.16.840.1.113883.12.171,12,Citizenship,
2.16.840.1.113883.12.172,12,Veterans military status,
2.16.840.1.113883.12.173,12,Coordination of benefits,
2.16.840.1.113883.12.174,12,Nature of service/test/observation,
2.16.840.1.113883.12.175,12,Master file identifier code,
2.16.840.1.113883.12.177,12,Confidentiality code,
2.16.840.1.113883.12.178,12,File level event code,
2.16.840.1.113883.12.179,12,Response level,
2.16.840.1.113883.12.180,12,Record-level event code,
2.16.840.1.113883.12.181,12,MFN record-level error return,
2.16.840.1.113883.12.182,12,Staff type,
2.16.840.1.113883.12.183,12,Active/inactive,
2.16.840.1.113883.12.184,12,Department,
2.16.840.1.113883.12.185,12,Preferred method of contact,
2.16.840.1.113883.12.186,12,Practitioner category,
2.16.840.1.113883.12.187,12,Provider billing,
2.16.840.1.113883.12.188,12,Operator ID,
2.16.840.1.113883.12.189,12,Ethnic group,
2.16.840.1.113883.12.190,12,Address type,
2.16.840.1.113883.12.191,12,Type of referenced data,
2.16.840.1.113883.12.193,12,Amount class,
2.16.840.1.113883.12.200,12,Name type,
2.16.840.1.113883.12.201,12,Telecommunication use code,
2.16.840.1.113883.12.202,12,Telecommunication equipment type,
2.16.840.1.113883.12.203,12,Identifier type,
2.16.840.1.113883.12.204,12,Organizational name type,
2.16.840.1.113883.12.205,12,Price type,
2.16.840.1.113883.12.206,12,Segment action code,
2.16.840.1.113883.12.207,12,Processing mode,
2.16.840.1.113883.12.208,12,Query response status,
2.16.840.1.113883.12.209,12,Relational operator,
2.16.840.1.113883.12.210,12,Relational conjunction,
2.16.840.1.113883.12.211,12,Alternate character sets,
2.16.840.1.113883.12.212,12,Nationality,
2.16.840.1.113883.12.213,12,Purge status code,
2.16.840.1.113883.12.214,12,Special Program Codes,
2.16.840.1.113883.12.215,12,Publicity code,
2.16.840.1.113883.12.216,12,Patient Status,
2.16.840.1.113883.12.217,12,Visit priority code,
2.16.840.1.113883.12.218,12,Patient charge adjustment,
2.16.840.1.113883.12.219,12,Recurring Service,
2.16.840.1.113883.12.220,12,Living arrangement,
2.16.840.1.113883.12.222,12,Contact reason,
2.16.840.1.113883.12.223,12,Living dependency,
2.16.840.1.113883.12.224,12,Transport arranged,
2.16.840.1.113883.12.225,12,Escort required,
2.16.840.1.113883.12.227,6,mvx,Vaccine Manufacturer
2.16.840.1.113883.12.228,12,Diagnosis classification,
2.16.840.1.113883.12.229,12,DRG payor,
2.16.840.1.113883.12.230,12,Procedure functional type,
2.16.840.1.113883.12.231,12,Student status,
2.16.840.1.113883.12.232,12,Insurance company contact reason,
2.16.840.1.113883.12.233,12,Non-concur code/description,
2.16.840.1.113883.12.234,12,Report timing,
2.16.840.1.113883.12.235,12,Report source,
2.16.840.1.113883.12.236,12,Event reported to,
2.16.840.1.113883.12.237,12,Event qualification,
2.16.840.1.113883.12.238,12,Event seriousness,
2.16.840.1.113883.12.239,12,Event expected,
2.16.840.1.113883.12.240,12,Event consequence,
2.16.840.1.113883.12.241,12,Patient outcome,
2.16.840.1.113883.12.242,12,Primary observer's qualification,
2.16.840.1.113883.12.243,12,Identity may be divulged,
2.16.840.1.113883.12.244,12,Single use device,
2.16.840.1.113883.12.245,12,Product problem,
2.16.840.1.113883.12.246,12,Product available for inspection,
2.16.840.1.113883.12.247,12,Status of evaluation,
2.16.840.1.113883.12.248,12,Product source,
2.16.840.1.113883.12.249,12,Generic product,
2.16.840.1.113883.12.250,12,Relatedness assessment,
2.16.840.1.113883.12.251,12,Action taken in response to the event,
2.16.840.1.113883.12.252,12,Causality observations,
2.16.840.1.113883.12.253,12,Indirect exposure mechanism,
2.16.840.1.113883.12.254,12,Kind of quantity,
2.16.840.1.113883.12.255,12,Duration categories,
2.16.840.1.113883.12.256,12,Time delay post challenge,
2.16.840.1.113883.12.257,12,Nature of challenge,
2.16.840.1.113883.12.258,12,Relationship modifier,
2.16.840.1.113883.12.259,12,Modality,
2.16.840.1.113883.12.260,12,Patient location type,
2.16.840.1.113883.12.261,12,Location equipment,
2.16.840.1.113883.12.262,12,Privacy level,
2.16.840.1.113883.12.263,12,Level of care,
2.16.840.1.113883.12.264,12,Location department,
2.16.840.1.113883.12.265,12,Specialty type,
2.16.840.1.113883.12.267,12,Days of the week,
2.16.840.1.113883.12.268,12,Override,
2.16.840.1.113883.12.269,12,Charge on indicator,
2.16.840.1.113883.12.270,12,Document type,
2.16.840.1.113883.12.271,12,Document completion status,
2.16.840.1.113883.12.272,12,Document confidentiality status,
2.16.840.1.113883.12.273,12,Document availability status,
2.16.840.1.113883.12.275,12,Document storage status,
2.16.840.1.113883.12.276,12,Appointment reason codes,
2.16.840.1.113883.12.277,12,Appointment type codes,
2.16.840.1.113883.12.278,12,Filler status codes,
2.16.840.1.113883.12.279,12,Allow substitution codes,
2.16.840.1.113883.12.280,12,Referral priority,
2.16.840.1.113883.12.281,12,Referral type,
2.16.840.1.113883.12.282,12,Referral disposition,
2.16.840.1.113883.12.283,12,Referral status,
2.16.840.1.113883.12.284,12,Referral category,
2.16.840.1.113883.12.285,12,Insurance Company ID Codes,
2.16.840.1.113883.12.286,12,Provider role,
2.16.840.1.113883.12.287,12,Problem/goal action code,
2.16.840.1.113883.12.288,12,Census tract,
2.16.840.1.113883.12.289,12,County/parish,
2.16.840.1.113883.12.290,12,MIME base64 encoding characters,
2.16.840.1.113883.12.291,12,Subtype of referenced data,
2.16.840.1.113883.12.292,6,cvx,Vaccine Administered
2.16.840.1.113883.12.293,12,Billing category,
2.16.840.1.113883.12.294,12,Time selection criteria parameter class codes,
2.16.840.1.113883.12.295,12,Handicap,
2.16.840.1.113883.12.296,12,Primary language,
2.16.840.1.113883.12.297,12,CN ID source,
2.16.840.1.113883.12.298,12,CP range type,
2.16.840.1.113883.12.299,12,Encoding,
2.16.840.1.113883.12.300,12,Namespace ID,
2.16.840.1.113883.12.301,12,Universal ID type,
2.16.840.1.113883.12.302,12,Point of care,
2.16.840.1.113883.12.303,12,Room,
2.16.840.1.113883.12.304,12,Bed,
2.16.840.1.113883.12.305,12,Person location type,
2.16.840.1.113883.12.306,12,Location status,
2.16.840.1.113883.12.307,12,Building,
2.16.840.1.113883.12.308,12,Floor,
2.16.840.1.113883.12.309,12,Coverage type,
2.16.840.1.113883.12.311,12,Job status,
2.16.840.1.113883.12.312,12,Policy scope,
2.16.840.1.113883.12.313,12,Policy source,
2.16.840.1.113883.12.315,12,Living will code,
2.16.840.1.113883.12.316,12,Organ donor code,
2.16.840.1.113883.12.317,12,Annotations,
2.16.840.1.113883.12.319,12,Department Cost Center,
2.16.840.1.113883.12.320,12,Item Natural Account Code,
2.16.840.1.113883.12.321,12,Dispense method,
2.16.840.1.113883.12.322,12,Completion status,
2.16.840.1.113883.12.323,12,Action code,
2.16.840.1.113883.12.324,12,Location characteristic ID,
2.16.840.1.113883.12.325,12,Location relationship ID,
2.16.840.1.113883.12.326,12,Visit indicator,
2.16.840.1.113883.12.327,12,Job code/class,
2.16.840.1.113883.12.328,12,Employee classification,
2.16.840.1.113883.12.329,12,Quantity method,
2.16.840.1.113883.12.330,12,Marketing basis,
2.16.840.1.113883.12.331,12,Facility type,
2.16.840.1.113883.12.332,12,Source type,
2.16.840.1.113883.12.333,12,Driver’s license issuing authority,
2.16.840.1.113883.12.334,12,Disabled person,
2.16.840.1.113883.12.335,12,Repeat pattern,
2.16.840.1.113883.12.336,12,Referral reason,
2.16.840.1.113883.12.337,12,Certification status,
2.16.840.1.113883.12.338,12,Practitioner ID number type,
2.16.840.1.113883.12.339,12,Advanced beneficiary notice code,
2.16.840.1.113883.12.340,12,Procedure Code modifier,
2.16.840.1.113883.12.341,12,Guarantor credit rating code,
2.16.840.1.113883.12.342,12,Military recipient,
2.16.840.1.113883.12.343,12,Military handicapped program code,
2.16.840.1.113883.12.344,12,Patient's relationship to insured,
2.16.840.1.113883.12.345,12,Appeal reason,
2.16.840.1.113883.12.346,12,Certification agency,
2.16.840.1.113883.12.347,12,Auto accident state,
2.16.840.1.113883.12.348,12,Special program indicator,
2.16.840.1.113883.12.349,12,PSRO/UR approval indicator,
2.16.840.1.113883.12.350,12,Occurrence code,
2.16.840.1.113883.12.351,12,Occurrence span,
2.16.840.1.113883.12.353,12,CWE statuses,
2.16.840.1.113883.12.354,12,Message structure,
2.16.840.1.113883.12.355,12,Primary key value type,
2.16.840.1.113883.12.356,12,Alternate character set handling scheme,
2.16.840.1.113883.12.357,12,Message error condition codes,
2.16.840.1.113883.12.358,12,Practitioner group,
2.16.840.1.113883.12.359,12,Diagnosis priority,
2.16.840.1.113883.12.360,12,Degree,
2.16.840.1.113883.12.361,12,Sending/receiving application,
2.16.840.1.113883.12.362,12,Sending/receiving facility,
2.16.840.1.113883.12.363,12,Assigning authority,
2.16.840.1.113883.12.364,12,Comment type,
2.16.840.1.113883.12.365,12,Equipment state,
2.16.840.1.113883.12.366,12,Local/remote control state,
2.16.840.1.113883.12.367,12,Alert level,
2.16.840.1.113883.12.368,12,Remote control command,
2.16.840.1.113883.12.369,12,Specimen role,
2.16.840.1.113883.12.370,12,Container status,
2.16.840.1.113883.12.371,12,Additive,
2.16.840.1.113883.12.372,12,Specimen component,
2.16.840.1.113883.12.373,12,Treatment,
2.16.840.1.113883.12.374,12,System induced contaminants,
2.16.840.1.113883.12.375,12,Artificial blood,
2.16.840.1.113883.12.376,12,Special handling considerations,
2.16.840.1.113883.12.377,12,Other environmental factors,
2.16.840.1.113883.12.378,12,Carrier type,
2.16.840.1.113883.12.379,12,Tray type,
2.16.840.1.113883.12.380,12,Separator type,
2.16.840.1.113883.12.381,12,Cap type,
2.16.840.1.113883.12.382,12,Drug interference,
2.16.840.1.113883.12.383,12,Substance status,
2.16.840.1.113883.12.384,12,Substance type,
2.16.840.1.113883.12.385,12,Manufacturer identifier,
2.16.840.1.113883.12.386,12,Supplier identifier,
2.16.840.1.113883.12.387,12,Command response,
2.16.840.1.113883.12.388,12,Processing type,
2.16.840.1.113883.12.389,12,Analyte repeat status,
2.16.840.1.113883.12.391,12,Segment group,
2.16.840.1.113883.12.392,12,Match reason,
2.16.840.1.113883.12.393,12,Match algorithms,
2.16.840.1.113883.12.394,12,Response modality,
2.16.840.1.113883.12.395,12,Modify indicator,
2.16.840.1.113883.12.396,12,Coding System,
2.16.840.1.113883.12.397,12,Sequencing,
2.16.840.1.113883.12.398,12,Continuation style code,
2.16.840.1.113883.12.399,12,Country code,
2.16.840.1.113883.12.401,12,Government reimbursement program,
2.16.840.1.113883.12.402,12,School type,
2.16.840.1.113883.12.403,12,Language ability,
2.16.840.1.113883.12.404,12,Language proficiency,
2.16.840.1.113883.12.405,12,Organization unit,
2.16.840.1.113883.12.406,12,Organization unit type,
2.16.840.1.113883.12.409,12,Application change type,
2.16.840.1.113883.12.411,12,Supplemental service information values,
2.16.840.1.113883.12.412,12,Category identifier,
2.16.840.1.113883.12.413,12,Consent identifier,
2.16.840.1.113883.12.414,12,Units of time,
2.16.840.1.113883.12.415,12,DRG transfer type,
2.16.840.1.113883.12.416,12,Procedure DRG type,
2.16.840.1.113883.12.417,12,Tissue type code,
2.16.840.1.113883.12.418,12,Procedure priority,
2.16.840.1.113883.12.421,12,Severity of illness code,
2.16.840.1.113883.12.422,12,Triage code,
2.16.840.1.113883.12.423,12,Case category code,
2.16.840.1.113883.12.424,12,Gestation category code,
2.16.840.1.113883.12.425,12,Newborn code,
2.16.840.1.113883.12.426,12,bloodProductCode,HL7 table 0426 Blood product code
2.16.840.1.113883.12.427,12,Risk management incident code,
2.16.840.1.113883.12.428,12,Incident type code,
2.16.840.1.113883.12.429,12,Production class Code,
2.16.840.1.113883.12.430,12,Mode of arrival code,
2.16.840.1.113883.12.431,12,Recreational drug use code,
2.16.840.1.113883.12.432,12,Admission level of care code,
2.16.840.1.113883.12.433,12,Precaution code,
2.16.840.1.113883.12.434,12,Patient condition code,
2.16.840.1.113883.12.435,12,Advance directive code,
2.16.840.1.113883.12.436,12,Sensitivity to Causative Agent code,
2.16.840.1.113883.12.437,12,Alert device code,
2.16.840.1.113883.12.438,12,Allergy clinical status,
2.16.840.1.113883.12.440,12,Data types,
2.16.840.1.113883.12.441,12,Immunization registry status,
2.16.840.1.113883.12.442,12,Location service code,
2.16.840.1.113883.12.443,12,Provider role,
2.16.840.1.113883.12.444,12,Name assembly order,
2.16.840.1.113883.12.445,12,Identity Reliability Code,
2.16.840.1.113883.12.446,12,Species Code,
2.16.840.1.113883.12.447,12,Breed Code,
2.16.840.1.113883.12.448,12,Name context,
2.16.840.1.113883.12.449,12,Conformance statements,
2.16.840.1.113883.12.450,12,Event type,
2.16.840.1.113883.12.451,12,Substance identifier,
2.16.840.1.113883.12.452,12,Health care provider type code,
2.16.840.1.113883.12.453,12,Health care provider classification,
2.16.840.1.113883.12.454,12,Health care provider area of specialization,
2.16.840.1.113883.12.455,12,Type of bill code,
2.16.840.1.113883.12.456,12,Revenue code,
2.16.840.1.113883.12.457,12,Overall claim disposition code,
2.16.840.1.113883.12.458,12,OCE edit code,
2.16.840.1.113883.12.459,12,Reimbursement Action Code,
2.16.840.1.113883.12.460,12,Denial or rejection code,
2.16.840.1.113883.12.461,12,License number,
2.16.840.1.113883.12.462,12,Location cost center,
2.16.840.1.113883.12.463,12,Inventory number,
2.16.840.1.113883.12.464,12,Facility ID,
2.16.840.1.113883.12.465,12,Name/address representation,
2.16.840.1.113883.12.466,12,Ambulatory payment classification code,
2.16.840.1.113883.12.467,12,Modifier edit code,
2.16.840.1.113883.12.468,12,Payment adjustment code,
2.16.840.1.113883.12.469,12,Packaging status code,
2.16.840.1.113883.12.470,12,Reimbursement type code,
2.16.840.1.113883.12.471,12,Query name,
2.16.840.1.113883.12.472,12,TQ Conjunction ID,
2.16.840.1.113883.12.473,12,Formulary status,
2.16.840.1.113883.12.474,12,Organization unit type - ORG,
2.16.840.1.113883.12.487,12,Specimen Type,
2.16.840.1.113883.12.488,12,Specimen Collection Method,
2.16.840.1.113883.12.489,12,Risk Codes,
2.16.840.1.113883.12.490,12,Specimen Reject Reason,
2.16.840.1.113883.12.491,12,Specimen Quality,
2.16.840.1.113883.12.492,12,Specimen Appropriateness,
2.16.840.1.113883.12.493,12,Specimen Condition,
2.16.840.1.113883.12.494,12,Specimen Child Role,
2.16.840.1.113883.12.541,12,Specimen Type Modifier,
2.16.840.1.113883.12.542,12,Specimen Source Type Modifier,
2.16.840.1.113883.12.543,12,Specimen Collection Site,
2.16.840.1.113883.12.544,12,Container Condition,
2.16.840.1.113883.6.87,6,nmds,Nursing  Minimum Data Set
2.16.840.1.113883.6.88,6,rxNorm,RxNorm
2.16.840.1.113883.6.89,6,deeds(old),DEEDS(old)
2.16.840.1.113883.6.90,6,icd10CM,"International Classification of Diseases, 10th Revision, Clinical Modification (ICD-10-CM)"
2.16.840.1.113883.12,12,v2tables,
2.16.840.1.113883.19.5,19,HL7 Coding Systems Examples Root,
2.16.840.1.113883.19.6,19,External Coding Systems Examples Root,
2.16.840.1.113883.5.1078,5,QueryEventStatus,QueryEventStatus
2.16.840.1.113883.5.1079,5,HL7V3,HL7V3
2.16.840.1.113883.5.1080,5,Dentition,Dentition
2.16.840.1.113883.5.1081,5,CIHIAdj,CIHIAdj
2.16.840.1.113883.5.1082,5,acknowledgementDetailType,AcknowledgementDetailType
2.16.840.1.113883.5.1083,5,messageWaitingPriority,Message Waiting Priority
2.16.840.1.113883.5.1084,5,EncounterAcuity,EncounterAcuity
2.16.840.1.113883.5.1085,5,CodeSystemType,CodeSystemType
2.16.840.1.113883.5.1086,5,ConceptStatus,ConceptStatus
2.16.840.1.113883.5.1087,5,ConceptProperty,ConceptProperty
2.16.840.1.113883.5.1088,5,ConceptCodeRelationship,ConceptCodeRelationship
2.16.840.1.113883.5.1089,5,dentition,Dentition
2.16.840.1.113883.5.1090,5,CalendarCycleOneLetter,CalendarCycleOneLetter
2.16.840.1.113883.19.5.1091,19,BEERS,
1.3.6.1.4.1.12009,3,regenstrief,"Regenstrief Institute, Inc"
2.16.840.1.113883.3.13,3,Cerner,Cerner Corporation OID Root
2.16.840.1.113883.6.91,6,fipspub92,FIPS_SOC
2.16.840.1.113883.6.92,6,fipsPUB2,FIPS PUB2 - STATE CODES
2.16.840.1.113883.6.93,6,fipsPUB6-4,FIPS PUB 6-4 COUNTY CODES
1.2.840.10008.2.16.4,6,DCM,DICOM Controlled Terminology
2.16.840.1.113883.6.94,6,icd10-CA,ICD10 CA
2.16.840.1.113883.6.95,6,cci,Canadian Classification of Health Interventions
2.16.840.1.113883.2.4,2,hl7Neth,HL7 The Netherlands OID Root
2.16.840.1.113883.6.96,6,snomed-CT,SNOMED Clinical Terms
2.16.840.1.113883.6.97,6,icnp,International Classification for Nursing Practice
2.16.840.1.113883.6.98,6,oms,Omaha System
2.16.840.1.113883.3.14,3,IMSS,IMSS OID root
2.16.840.1.113883.3.15,3,IHC,IHC OID root
2.16.840.1.113883.6.99,6,ISO639-1,ISO 639-1 Alpha-2 Language Codes
2.16.840.1.113883.6.100,6,ISO639-2,ISO 639-2 Alpha-3 Language Codes
2.16.840.1.113883.3.16,3,ucdavisHealthSystems,UC Davis Health Systems
2.16.840.1.113883.5.1092,5,hl7ITSVersionCode,HL7 ITS Version Code
2.16.840.1.113883.6.101,6,providertaxonomy,Health Care Provider Taxonomy
2.16.840.1.113883.3.17,3,ringholm,Ringholm GmbH
2.16.840.1.113883.6.102,6,DEEDS,DEEDS vocabularies
2.16.840.1.113883.6.102.2.10,6,DEEDS2.10,DEEDS2.10
2.16.840.1.113883.6.102.4.2,6,DEEDS4.02,DEEDS4.02
2.16.840.1.113883.6.102.4.5,6,DEEDS4.05,DEEDS4.05
2.16.840.1.113883.6.102.4.7,6,DEEDS4.07,DEEDS4.07
2.16.840.1.113883.6.102.4.8,6,DEEDS4.08,DEEDS4.08
2.16.840.1.113883.6.102.4.14,6,DEEDS4.14,DEEDS4.14
2.16.840.1.113883.6.102.4.15,6,DEEDS4.15,DEEDS4.15
2.16.840.1.113883.6.102.4.16,6,DEEDS4.16,DEEDS4.16
2.16.840.1.113883.6.102.4.18,6,DEEDS4.18,DEEDS4.18
2.16.840.1.113883.6.102.4.22,6,DEEDS4.22,DEEDS4.22
2.16.840.1.113883.6.102.4.24,6,DEEDS4.24,DEEDS4.24
2.16.840.1.113883.6.102.4.27,6,DEEDS4.27,DEEDS4.27
2.16.840.1.113883.6.102.5.6,6,DEEDS5.06,DEEDS5.06
2.16.840.1.113883.6.102.5.8,6,DEEDS5.08,DEEDS5.08
2.16.840.1.113883.6.102.5.19,6,DEEDS5.19,DEEDS5.19
2.16.840.1.113883.4.6,4,npi,National Provider ID
2.16.840.1.113883.12.9000,12,ScheduledEMSReason,HL7 Reason for Scheduled EMS Trip
2.16.840.1.113883.12.9002,12,RehabilitationPlanStatus,HL7 Rehabilitation Plan Status
2.16.840.1.113883.12.9003,12,RehabilitationPlanContinue/DiscontinueInd,HL7 Rehabilitation Plan Continue/Discontinue Indicator
2.16.840.1.113883.12.9005,12,RehabilitationPlanPrognosis,HL7 Rehabilitation Plan Prognosis
2.16.840.1.113883.12.9006,12,RehabilitationServiceRemissionStatus,HL7 RehabilitationService Remission Status
2.16.840.1.113883.12.9007,12,AmbulanceTripType,HL7 Ambulance Trip Type
2.16.840.1.113883.12.9008,12,RationaleforDestination,HL7 Rationale for Destination
2.16.840.1.113883.12.9010,12,UnscheduledTripReason,HL7 Medical Reason for Unscheduled Trip
2.16.840.1.113883.12.9015,12,FrequencyBasePeriod,HL7 Frequency Base Period
2.16.840.1.113883.6.102.4.12,6,DEEDS4.12,DEEDS4.12
2.16.840.1.113883.3.18,3,IBM,
2.16.840.1.113883.3.19,3,csi19,Continovation Services Inc.
2.16.840.1.113883.3.20,4,can-dent-assoc,Canadian Dental Association
